Any,Categoria,Peli,Nominat,Guanyador,CategoriaNet,NominatNom,Sexe
2010,Best Director (Millor Director),Xtrems,Abel Folk,FALSE,Millor Direcció,Abel,Home
2010,Best Director (Millor Director),Trash,Carles Torras,FALSE,Millor Direcció,Carles,Home
2010,Best Director (Millor Director),Petit indi,Marc Recha,FALSE,Millor Direcció,Marc,Home
2010,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Las 2 vidas de Andrés Rabadán,Alex Brendemühl,TRUE,Millor Protagonista Masculí,Alex,Home
2010,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Tres dies amb la família,Eduard Fernández,FALSE,Millor Protagonista Masculí,Eduard,Home
2015,Best Supporting Actress (Millor Actriu Secundària),Los tontos y los estúpidos,Vicky Peña,FALSE,Millor Actriu Secundària,Vicky,Dona
2010,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Trash,Óscar Jaenada,FALSE,Millor Protagonista Masculí,Oscar,Home
2010,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Las 2 vidas de Andrés Rabadán,Andrés Herrera,TRUE,Millor Actor Secundari,Andres,Home
2010,Best European Film (Millor Pel·lícula Europea),Slumdog Millionaire,Vikas Swarup,FALSE,Millor Pel·lícula Europea,Vikas,Home
2010,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Cinéclub,Manuel Rudi,FALSE,Millor Actor Secundari,Manuel,Home
2010,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Petit indi,Sergi López,FALSE,Millor Actor Secundari,Sergi,Home
2015,Best Costume Design (Millor Vestuari),10.000 Km,Vinyet Escobar,FALSE,Millor Vestuari,Vinyet,Dona
2010,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Trash,Judit Uriach,FALSE,Millor Protagonista Femenina,Judit,Dona
2010,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),A la deriva,Maria Molins,FALSE,Millor Protagonista Femenina,Maria,Dona
2010,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Xtrems,Silvia Munt,FALSE,Millor Protagonista Femenina,Silvia,Dona
2010,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Las 2 vidas de Andrés Rabadán,Clara Segura,TRUE,Millor Actriu Secundària,Clara,Dona
2018,Best Costume Design (Millor Vestuari),Tierra firme,Vinyet Escobar,FALSE,Millor Vestuari,Vinyet,Dona
2010,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Trash,Marta Solaz,FALSE,Millor Actriu Secundària,Marta,Dona
2010,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Trash,Núria Prims,FALSE,Millor Actriu Secundària,Nuria,Dona
2011,Best Director (Millor Director),Pa negre,Agustí Villaronga,TRUE,Millor Direcció,Agusti,Home
2011,Best Director (Millor Director),Elisa K,Jordi Cadena,FALSE,Millor Direcció,Jordi,Home
2011,Best Director (Millor Director),Héroes,Pau Freixas,FALSE,Millor Direcció,Pau,Home
2011,Best Director (Millor Director),Buried,Rodrigo Cortés,FALSE,Millor Direcció,Rodrigo,Home
2011,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),La mosquitera,Eduard Fernández,TRUE,Millor Protagonista Masculí,Eduard,Home
2011,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),Pa negre,Francesc Colomer,FALSE,Millor Protagonista Masculí,Francesc,Home
2011,Best Performance by an Actor in a Leading Role (Millor Interpretació Masculina Principal),El cónsul de Sodoma,Jordi Mollà,FALSE,Millor Protagonista Masculí,Jordi,Home
2019,Best Costume Design (Millor Vestuari),Viaje al cuarto de una madre,Vinyet Escobar,FALSE,Millor Vestuari,Vinyet,Dona
2011,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Pa negre,Roger Casamajor,TRUE,Millor Actor Secundari,Roger,Home
2020,Best Costume Design (Millor Vestuari),Quien a hierro mata,Vinyet Escobar,FALSE,Millor Vestuari,Vinyet,Dona
2011,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Héroes,Lluís Homar,FALSE,Millor Actor Secundari,Lluis,Home
2011,Best Performance by an Actor in a Supporting Role (Millor interpretació masculina secundària),Uruguay,Rubén Jiménez Sanz,FALSE,Millor Actor Secundari,Ruben,Home
2011,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Pa negre,Nora Navas,TRUE,Millor Protagonista Femenina,Nora,Dona
2011,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),Elisa K,Aina Clotet,FALSE,Millor Protagonista Femenina,Aina,Dona
2011,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),La leyenda del innombrable,Clara Galí,FALSE,Millor Protagonista Femenina,Clara,Dona
2011,Best Performance by an Actress in a Leading Role (Millor Interpretació Femenina Principal),La mosquitera,Emma Suárez,FALSE,Millor Protagonista Femenina,Emma,Dona
2011,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Pa negre,Marina Comas,TRUE,Millor Actriu Secundària,Marina,Dona
2011,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Uruguay,Alba Yañez,FALSE,Millor Actriu Secundària,Alba,Dona
2011,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),¿Dónde se nacionaliza la marea?,Esther Bové,FALSE,Millor Actriu Secundària,Esther,Dona
2011,Best Performance by an Actress in a Supporting Role (Millor interpretació femenina secundària),Elisa K,Lydia Zimmermann,FALSE,Millor Actriu Secundària,Lydia,Dona
2012,Best Director (Millor Director),Mientras duermes,Jaume Balagueró,TRUE,Millor Direcció,Jaume,Home
2012,Best Director (Millor Director),Open 24h,Carles Torras,FALSE,Millor Direcció,Carles,Home
2010,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),La mujer del anarquista,Waldemar Pokromski,FALSE,Millor Maquillatge i Perruqueria,Waldemar,Home
2009,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Transsiberian,Will Conroy,FALSE,Millor Pel·lícula en llengua no catalana,Will,Home
2012,Best Lead Actor (Millor Actor Protagonista),Mientras duermes,Luis Tosar,TRUE,Millor Protagonista Masculí,Luis,Home
2012,Best European Film (Millor Pel·lícula Europea),Pina,Wim Wenders,FALSE,Millor Pel·lícula Europea,Wim,Home
2012,Best Lead Actor (Millor Actor Protagonista),Eva,Daniel Brühl,FALSE,Millor Protagonista Masculí,Daniel,Home
2012,Best Lead Actor (Millor Actor Protagonista),Bruc: El desafío,Juan José Ballesta,FALSE,Millor Protagonista Masculí,Juan,Home
2012,Best Lead Actress (Millor Actriu Protagonista),Katmandú: Un espejo en el cielo,Verónica Echegui,TRUE,Millor Protagonista Femenina,Veronica,Dona
2012,Best Lead Actress (Millor Actriu Protagonista),Bruc: El desafío,Astrid Bergès-Frisbey,FALSE,Millor Protagonista Femenina,Astrid,Dona
2012,Best Lead Actress (Millor Actriu Protagonista),Eva,Claudia Vega,FALSE,Millor Protagonista Femenina,Claudia,Dona
2012,Best Lead Actress (Millor Actriu Protagonista),Mientras duermes,Marta Etura,FALSE,Millor Protagonista Femenina,Marta,Dona
2012,Best Supporting Actor (Millor Actor Secundari),Eva,Lluís Homar,TRUE,Millor Actor Secundari,Lluis,Home
2012,Best Supporting Actor (Millor Actor Secundari),Mientras duermes,Alberto San Juan,FALSE,Millor Actor Secundari,Alberto,Home
2012,Best Supporting Actor (Millor Actor Secundari),Catalunya über alles!,Jordi Dauder,FALSE,Millor Actor Secundari,Jordi,Home
2012,Best Supporting Actor (Millor Actor Secundari),Open 24h,José María Blanco,FALSE,Millor Actor Secundari,Jose,Home
2009,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Vicky Cristina Barcelona,Woody Allen,TRUE,Millor Pel·lícula en llengua no catalana,Woody,Home
2012,Best Supporting Actress (Millor Actriu Secundària),Eva,Anne Canovas,FALSE,Millor Actriu Secundària,Anne,Dona
2012,Best Supporting Actress (Millor Actriu Secundària),Catalunya über alles!,Belén Fabra,FALSE,Millor Actriu Secundària,Belen,Dona
2012,Best Supporting Actress (Millor Actriu Secundària),Open 24h,Judit Uriach,FALSE,Millor Actriu Secundària,Judit,Dona
2020,Best Documentary (Millor Pel·lícula Documental),"Idrissa, crónica de una muerte cualquiera",Xapo Ortega,FALSE,Millor Pel·lícula Documental,Xapo,Home
2013,Best Director (Millor Director),Una pistola en cada mano,Cesc Gay,FALSE,Millor Direcció,Cesc,Home
2013,Best Director (Millor Director),Fènix 11·23,Joel Joan,FALSE,Millor Direcció,Joel,Home
2013,Best Director (Millor Director),Blancanieves,Pablo Berger,FALSE,Millor Direcció,Pablo,Home
2013,Best Supporting Actor (Millor Actor Secundari),Una pistola en cada mano,Eduard Fernández,TRUE,Millor Actor Secundari,Eduard,Home
2013,Best Supporting Actor (Millor Actor Secundari),Los niños salvajes,Francesc Orella,FALSE,Millor Actor Secundari,Francesc,Home
2013,Best Supporting Actor (Millor Actor Secundari),Fènix 11·23,Lluís Villanueva,FALSE,Millor Actor Secundari,Lluis,Home
2013,Best Supporting Actor (Millor Actor Secundari),El bosque,Pere Ponce,FALSE,Millor Actor Secundari,Pere,Home
2013,Best Supporting Actress (Millor Actriu Secundària),Una pistola en cada mano,Candela Peña,TRUE,Millor Actriu Secundària,Candela,Dona
2013,Best Supporting Actress (Millor Actriu Secundària),Los niños salvajes,Aina Clotet,FALSE,Millor Actriu Secundària,Aina,Dona
2013,Best Supporting Actress (Millor Actriu Secundària),Fènix 11·23,Ana Wagener,FALSE,Millor Actriu Secundària,Ana,Dona
2013,Best Supporting Actress (Millor Actriu Secundària),Los niños salvajes,Clara Segura,FALSE,Millor Actriu Secundària,Clara,Dona
2014,Best Director (Millor Director),La plaga,Neus Ballús,TRUE,Millor Direcció,Neus,Dona
2014,Best Director (Millor Director),El miedo,Jordi Cadena,FALSE,Millor Direcció,Jordi,Home
2014,Best Director (Millor Director),Todos queremos lo mejor para ella,Mar Coll,FALSE,Millor Direcció,Mar,Dona
2014,Best Director (Millor Director),Los últimos días,Àlex Pastor,FALSE,Millor Direcció,Alex,Home
2014,Best Supporting Actor (Millor Actor Secundari),El miedo,Ramon Madaula,TRUE,Millor Actor Secundari,Ramon,Home
2014,Best Supporting Actor (Millor Actor Secundari),Hijo de Caín,Jose Coronado,FALSE,Millor Actor Secundari,Jose,Home
2014,Best Supporting Actor (Millor Actor Secundari),Todos queremos lo mejor para ella,Pau Durà,FALSE,Millor Actor Secundari,Pau,Home
2014,Best Supporting Actor (Millor Actor Secundari),Ismael,Sergi López,FALSE,Millor Actor Secundari,Sergi,Home
2014,Best Supporting Actress (Millor Actriu Secundària),Todos queremos lo mejor para ella,Clara Segura,TRUE,Millor Actriu Secundària,Clara,Dona
2014,Best Supporting Actress (Millor Actriu Secundària),La Estrella,Carmen Machi,FALSE,Millor Actriu Secundària,Carmen,Dona
2014,Best Supporting Actress (Millor Actriu Secundària),Hijo de Caín,Maria Molins,FALSE,Millor Actriu Secundària,Maria,Dona
2014,Best Supporting Actress (Millor Actriu Secundària),Todos queremos lo mejor para ella,Àgata Roca,FALSE,Millor Actriu Secundària,Agata,Dona
2015,Best Director (Millor Director),10.000 Km,Carlos Marques-Marcet,TRUE,Millor Direcció,Carlos,Home
2015,Best Director (Millor Director),El Niño,Daniel Monzón,FALSE,Millor Direcció,Daniel,Home
2015,Best Director (Millor Director),Hermosa juventud,Jaime Rosales,FALSE,Millor Direcció,Jaime,Home
2015,Best Director (Millor Director),Stella cadente,Lluís Miñarro,FALSE,Millor Direcció,Lluis,Home
2015,Best Supporting Actor (Millor Actor Secundari),El Niño,Eduard Fernández,TRUE,Millor Actor Secundari,Eduard,Home
2015,Best Supporting Actor (Millor Actor Secundari),Stella cadente,Francesc Garrido,FALSE,Millor Actor Secundari,Francesc,Home
2015,Best Supporting Actor (Millor Actor Secundari),El Niño,Sergi López,FALSE,Millor Actor Secundari,Sergi,Home
2015,Best Supporting Actor (Millor Actor Secundari),Stella cadente,Àlex Batllori,FALSE,Millor Actor Secundari,Alex,Home
2015,Best Supporting Actress (Millor Actriu Secundària),El Niño,Bárbara Lennie,TRUE,Millor Actriu Secundària,Barbara,Dona
2015,Best Supporting Actress (Millor Actriu Secundària),Born,Mercè Arànega,FALSE,Millor Actriu Secundària,Merce,Dona
2015,Best Supporting Actress (Millor Actriu Secundària),Rastros de sándalo,Rosa Novell,FALSE,Millor Actriu Secundària,Rosa,Dona
2010,Best TV-Movie (Millor Pel·lícula per a Televisió),Les veus del Pamano,Xesc Barceló,FALSE,Millor Pel·lícula per a Televisió,Xesc,Home
2016,Best Director (Millor Director),Truman,Cesc Gay,TRUE,Millor Direcció,Cesc,Home
2016,Best Director (Millor Director),El rey de La Habana,Agustí Villaronga,FALSE,Millor Direcció,Agusti,Home
2016,Best Director (Millor Director),"Barcelona, noche de invierno",Dani de la Orden,FALSE,Millor Direcció,Dani,Home
2016,Best Director (Millor Director),El camino más largo para volver a casa,Sergi Pérez,FALSE,Millor Direcció,Sergi,Home
2016,Best Supporting Actor (Millor Actor Secundari),Truman,Javier Cámara,TRUE,Millor Actor Secundari,Javier,Home
2016,Best Supporting Actor (Millor Actor Secundari),Vulcania,Andrés Herrera,FALSE,Millor Actor Secundari,Andres,Home
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),"Barcelona, ciutat neutral",Xesc Barceló,FALSE,Millor Pel·lícula per a Televisió,Xesc,Home
2016,Best Supporting Actor (Millor Actor Secundari),Anacleto: Agente secreto,Quim Gutiérrez,FALSE,Millor Actor Secundari,Quim,Home
2016,Best Supporting Actress (Millor Actriu Secundària),Truman,Dolores Fonzi,TRUE,Millor Actriu Secundària,Dolores,Dona
2016,Best Supporting Actress (Millor Actriu Secundària),"Barcelona, noche de invierno",Aina Clotet,FALSE,Millor Actriu Secundària,Aina,Dona
2016,Best Supporting Actress (Millor Actriu Secundària),"Barcelona, noche de invierno",Clara Segura,FALSE,Millor Actriu Secundària,Clara,Dona
2017,Best European Film (Millor Pel·lícula Europea),Langosta,Yorgos Lanthimos,FALSE,Millor Pel·lícula Europea,Yorgos,Home
2020,Best European Film (Millor Pel·lícula Europea),La favorita,Yorgos Lanthimos,FALSE,Millor Pel·lícula Europea,Yorgos,Home
2017,Best Director (Millor Director),La mort de Louis XIV,Albert Serra,FALSE,Millor Direcció,Albert,Home
2016,Best European Film (Millor Pel·lícula Europea),Mandarinas,Zaza Urushadze,TRUE,Millor Pel·lícula Europea,Zaza,Home
2017,Best Director (Millor Director),El rey tuerto,Marc Crehuet,FALSE,Millor Direcció,Marc,Home
2015,Best Original Score (Millor Música Original),Rastros de sándalo,Zeltia Montes,FALSE,Millor Música Original,Zeltia,Dona
2017,Best Supporting Actor (Millor Actor Secundari),100 metros,Bruno Bergonzini,FALSE,Millor Actor Secundari,Bruno,Home
2017,Best Supporting Actor (Millor Actor Secundari),100 metros,David Verdaguer,FALSE,Millor Actor Secundari,David,Home
2017,Best Supporting Actor (Millor Actor Secundari),La próxima piel,Sergi López,FALSE,Millor Actor Secundari,Sergi,Home
2017,Best Supporting Actress (Millor Actriu Secundària),100 metros,Alexandra Jiménez,TRUE,Millor Actriu Secundària,Alexandra,Dona
2017,Best Supporting Actress (Millor Actriu Secundària),Cerca de tu casa,Adriana Ozores,FALSE,Millor Actriu Secundària,Adriana,Dona
2017,Best Supporting Actress (Millor Actriu Secundària),100 metros,Clara Segura,FALSE,Millor Actriu Secundària,Clara,Dona
2017,Best Supporting Actress (Millor Actriu Secundària),La próxima piel,Greta Fernández,FALSE,Millor Actriu Secundària,Greta,Dona
2018,Best Director (Millor Director),Verano 1993,Carla Simón,TRUE,Millor Direcció,Carla,Dona
2018,Best Director (Millor Director),Incierta gloria,Agustí Villaronga,FALSE,Millor Direcció,Agusti,Home
2018,Best Director (Millor Director),Tierra firme,Carlos Marques-Marcet,FALSE,Millor Direcció,Carlos,Home
2018,Best Director (Millor Director),La librería,Isabel Coixet,FALSE,Millor Direcció,Isabel,Dona
2018,Best Supporting Actor (Millor Actor Secundari),Incierta gloria,Oriol Pla,TRUE,Millor Actor Secundari,Oriol,Home
2018,Best Supporting Actor (Millor Actor Secundari),Verano 1993,David Verdaguer,FALSE,Millor Actor Secundari,David,Home
2018,Best Supporting Actor (Millor Actor Secundari),Brava,Emilio Gutiérrez Caba,FALSE,Millor Actor Secundari,Emilio,Home
2018,Best Supporting Actress (Millor Actriu Secundària),Verano 1993,Bruna Cusí,TRUE,Millor Actriu Secundària,Bruna,Dona
2018,Best Supporting Actress (Millor Actriu Secundària),La llamada,Anna Castillo,FALSE,Millor Actriu Secundària,Anna,Dona
2018,Best Supporting Actress (Millor Actriu Secundària),Incierta gloria,Bruna Cusí,FALSE,Millor Actriu Secundària,Bruna,Dona
2018,Best Supporting Actress (Millor Actriu Secundària),Tierra firme,Natalia Tena,FALSE,Millor Actriu Secundària,Natalia,Dona
2019,Best Director (Millor Director),Viaje al cuarto de una madre,Celia Rico Clavellino,FALSE,Millor Direcció,Celia,Dona
2019,Best Director (Millor Director),Las distancias,Elena Trapé,FALSE,Millor Direcció,Elena,Dona
2019,Best Director (Millor Director),Petra,Jaime Rosales,FALSE,Millor Direcció,Jaime,Home
2019,Best Supporting Actor (Millor Actor Secundari),Petra,Oriol Pla,TRUE,Millor Actor Secundari,Oriol,Home
2019,Best Supporting Actor (Millor Actor Secundari),El fotógrafo de Mauthausen,Alain Hernández,FALSE,Millor Actor Secundari,Alain,Home
2019,Best Supporting Actor (Millor Actor Secundari),Todos lo saben,Eduard Fernández,FALSE,Millor Actor Secundari,Eduard,Home
2019,Best Supporting Actress (Millor Actriu Secundària),Viaje al cuarto de una madre,Anna Castillo,TRUE,Millor Actriu Secundària,Anna,Dona
